Id,overall qual,overall cond,gr liv area,garage area,kitchen abvgr,overall qual^2,overall qual overall cond,overall qual gr liv area,overall qual garage area,overall qual kitchen abvgr,overall cond^2,overall cond gr liv area,overall cond garage area,overall cond kitchen abvgr,gr liv area^2,gr liv area garage area,gr liv area kitchen abvgr,garage area^2,garage area kitchen abvgr,kitchen abvgr^2,saleprice
1699,8.0,5.0,1634.0,866.0,1.0,64.0,40.0,13072.0,6928.0,8.0,25.0,8170.0,4330.0,5.0,2669956.0,1415044.0,1634.0,749956.0,866.0,1.0,250000
115,7.0,5.0,1714.0,496.0,1.0,49.0,35.0,11998.0,3472.0,7.0,25.0,8570.0,2480.0,5.0,2937796.0,850144.0,1714.0,246016.0,496.0,1.0,196500
1998,7.0,8.0,2454.0,576.0,1.0,49.0,56.0,17178.0,4032.0,7.0,64.0,19632.0,4608.0,8.0,6022116.0,1413504.0,2454.0,331776.0,576.0,1.0,185000
589,6.0,5.0,1216.0,336.0,1.0,36.0,30.0,7296.0,2016.0,6.0,25.0,6080.0,1680.0,5.0,1478656.0,408576.0,1216.0,112896.0,336.0,1.0,113000
1641,8.0,6.0,1419.0,567.0,1.0,64.0,48.0,11352.0,4536.0,8.0,36.0,8514.0,3402.0,6.0,2013561.0,804573.0,1419.0,321489.0,567.0,1.0,392000
2821,6.0,5.0,980.0,0.0,0.0,36.0,30.0,5880.0,0.0,0.0,25.0,4900.0,0.0,0.0,960400.0,0.0,0.0,0.0,0.0,0.0,127500
1846,6.0,5.0,1573.0,440.0,1.0,36.0,30.0,9438.0,2640.0,6.0,25.0,7865.0,2200.0,5.0,2474329.0,692120.0,1573.0,193600.0,440.0,1.0,177000
1805,6.0,5.0,2443.0,744.0,1.0,36.0,30.0,14658.0,4464.0,6.0,25.0,12215.0,3720.0,5.0,5968249.0,1817592.0,2443.0,553536.0,744.0,1.0,265000
1853,8.0,5.0,2362.0,1105.0,1.0,64.0,40.0,18896.0,8840.0,8.0,25.0,11810.0,5525.0,5.0,5579044.0,2610010.0,2362.0,1221025.0,1105.0,1.0,312500
1321,10.0,9.0,2775.0,880.0,1.0,100.0,90.0,27750.0,8800.0,10.0,81.0,24975.0,7920.0,9.0,7700625.0,2442000.0,2775.0,774400.0,880.0,1.0,325000
564,8.0,8.0,2014.0,864.0,1.0,64.0,64.0,16112.0,6912.0,8.0,64.0,16112.0,6912.0,8.0,4056196.0,1740096.0,2014.0,746496.0,864.0,1.0,275000
1771,7.0,5.0,2520.0,721.0,1.0,49.0,35.0,17640.0,5047.0,7.0,25.0,12600.0,3605.0,5.0,6350400.0,1816920.0,2520.0,519841.0,721.0,1.0,290000
90,6.0,6.0,1494.0,461.0,1.0,36.0,36.0,8964.0,2766.0,6.0,36.0,8964.0,2766.0,6.0,2232036.0,688734.0,1494.0,212521.0,461.0,1.0,169000
2684,5.0,7.0,616.0,205.0,1.0,25.0,35.0,3080.0,1025.0,5.0,49.0,4312.0,1435.0,7.0,379456.0,126280.0,616.0,42025.0,205.0,1.0,89000
13,6.0,5.0,1465.0,393.0,1.0,36.0,30.0,8790.0,2358.0,6.0,25.0,7325.0,1965.0,5.0,2146225.0,575745.0,1465.0,154449.0,393.0,1.0,180400
445,8.0,5.0,1629.0,880.0,1.0,64.0,40.0,13032.0,7040.0,8.0,25.0,8145.0,4400.0,5.0,2653641.0,1433520.0,1629.0,774400.0,880.0,1.0,284000
1914,5.0,5.0,912.0,275.0,1.0,25.0,25.0,4560.0,1375.0,5.0,25.0,4560.0,1375.0,5.0,831744.0,250800.0,912.0,75625.0,275.0,1.0,114500
2811,7.0,5.0,1552.0,782.0,1.0,49.0,35.0,10864.0,5474.0,7.0,25.0,7760.0,3910.0,5.0,2408704.0,1213664.0,1552.0,611524.0,782.0,1.0,212900
850,7.0,5.0,1430.0,605.0,1.0,49.0,35.0,10010.0,4235.0,7.0,25.0,7150.0,3025.0,5.0,2044900.0,865150.0,1430.0,366025.0,605.0,1.0,187100
1844,6.0,5.0,1458.0,440.0,1.0,36.0,30.0,8748.0,2640.0,6.0,25.0,7290.0,2200.0,5.0,2125764.0,641520.0,1458.0,193600.0,440.0,1.0,176000
2225,6.0,6.0,1488.0,552.0,1.0,36.0,36.0,8928.0,3312.0,6.0,36.0,8928.0,3312.0,6.0,2214144.0,821376.0,1488.0,304704.0,552.0,1.0,215000
1477,7.0,5.0,1582.0,520.0,1.0,49.0,35.0,11074.0,3640.0,7.0,25.0,7910.0,2600.0,5.0,2502724.0,822640.0,1582.0,270400.0,520.0,1.0,185900
399,4.0,6.0,864.0,660.0,1.0,16.0,24.0,3456.0,2640.0,4.0,36.0,5184.0,3960.0,6.0,746496.0,570240.0,864.0,435600.0,660.0,1.0,120500
2431,5.0,5.0,1838.0,372.0,1.0,25.0,25.0,9190.0,1860.0,5.0,25.0,9190.0,1860.0,5.0,3378244.0,683736.0,1838.0,138384.0,372.0,1.0,192140
1605,5.0,9.0,816.0,264.0,1.0,25.0,45.0,4080.0,1320.0,5.0,81.0,7344.0,2376.0,9.0,665856.0,215424.0,816.0,69696.0,264.0,1.0,130500
897,4.0,3.0,1529.0,240.0,1.0,16.0,12.0,6116.0,960.0,4.0,9.0,4587.0,720.0,3.0,2337841.0,366960.0,1529.0,57600.0,240.0,1.0,98000
1426,9.0,5.0,2276.0,1348.0,1.0,81.0,45.0,20484.0,12132.0,9.0,25.0,11380.0,6740.0,5.0,5180176.0,3068048.0,2276.0,1817104.0,1348.0,1.0,475000
2240,5.0,2.0,1077.0,338.0,1.0,25.0,10.0,5385.0,1690.0,5.0,4.0,2154.0,676.0,2.0,1159929.0,364026.0,1077.0,114244.0,338.0,1.0,67000
1706,8.0,5.0,2161.0,789.0,1.0,64.0,40.0,17288.0,6312.0,8.0,25.0,10805.0,3945.0,5.0,4669921.0,1705029.0,2161.0,622521.0,789.0,1.0,325624
2252,7.0,5.0,1409.0,576.0,1.0,49.0,35.0,9863.0,4032.0,7.0,25.0,7045.0,2880.0,5.0,1985281.0,811584.0,1409.0,331776.0,576.0,1.0,245000
1136,5.0,5.0,1114.0,576.0,1.0,25.0,25.0,5570.0,2880.0,5.0,25.0,5570.0,2880.0,5.0,1240996.0,641664.0,1114.0,331776.0,576.0,1.0,159000
1877,5.0,7.0,1073.0,515.0,1.0,25.0,35.0,5365.0,2575.0,5.0,49.0,7511.0,3605.0,7.0,1151329.0,552595.0,1073.0,265225.0,515.0,1.0,156000
424,10.0,5.0,2402.0,672.0,1.0,100.0,50.0,24020.0,6720.0,10.0,25.0,12010.0,3360.0,5.0,5769604.0,1614144.0,2402.0,451584.0,672.0,1.0,555000
1182,6.0,6.0,1232.0,516.0,1.0,36.0,36.0,7392.0,3096.0,6.0,36.0,7392.0,3096.0,6.0,1517824.0,635712.0,1232.0,266256.0,516.0,1.0,162500
2750,6.0,8.0,1440.0,920.0,2.0,36.0,48.0,8640.0,5520.0,12.0,64.0,11520.0,7360.0,16.0,2073600.0,1324800.0,2880.0,846400.0,1840.0,4.0,224500
1016,6.0,5.0,1488.0,738.0,1.0,36.0,30.0,8928.0,4428.0,6.0,25.0,7440.0,3690.0,5.0,2214144.0,1098144.0,1488.0,544644.0,738.0,1.0,133000
2436,7.0,5.0,1509.0,393.0,1.0,49.0,35.0,10563.0,2751.0,7.0,25.0,7545.0,1965.0,5.0,2277081.0,593037.0,1509.0,154449.0,393.0,1.0,180000
1607,5.0,6.0,845.0,264.0,1.0,25.0,30.0,4225.0,1320.0,5.0,36.0,5070.0,1584.0,6.0,714025.0,223080.0,845.0,69696.0,264.0,1.0,134500
2337,10.0,5.0,2945.0,641.0,1.0,100.0,50.0,29450.0,6410.0,10.0,25.0,14725.0,3205.0,5.0,8673025.0,1887745.0,2945.0,410881.0,641.0,1.0,438780
1233,6.0,5.0,1431.0,296.0,1.0,36.0,30.0,8586.0,1776.0,6.0,25.0,7155.0,1480.0,5.0,2047761.0,423576.0,1431.0,87616.0,296.0,1.0,165000
419,5.0,5.0,892.0,288.0,1.0,25.0,25.0,4460.0,1440.0,5.0,25.0,4460.0,1440.0,5.0,795664.0,256896.0,892.0,82944.0,288.0,1.0,100000
633,7.0,6.0,1329.0,441.0,1.0,49.0,42.0,9303.0,3087.0,7.0,36.0,7974.0,2646.0,6.0,1766241.0,586089.0,1329.0,194481.0,441.0,1.0,176000
2722,5.0,4.0,1779.0,454.0,1.0,25.0,20.0,8895.0,2270.0,5.0,16.0,7116.0,1816.0,4.0,3164841.0,807666.0,1779.0,206116.0,454.0,1.0,170000
469,7.0,5.0,1555.0,660.0,1.0,49.0,35.0,10885.0,4620.0,7.0,25.0,7775.0,3300.0,5.0,2418025.0,1026300.0,1555.0,435600.0,660.0,1.0,174000
1365,6.0,6.0,1236.0,384.0,1.0,36.0,36.0,7416.0,2304.0,6.0,36.0,7416.0,2304.0,6.0,1527696.0,474624.0,1236.0,147456.0,384.0,1.0,127000
1098,7.0,5.0,1651.0,450.0,1.0,49.0,35.0,11557.0,3150.0,7.0,25.0,8255.0,2250.0,5.0,2725801.0,742950.0,1651.0,202500.0,450.0,1.0,185900
711,5.0,8.0,886.0,273.0,1.0,25.0,40.0,4430.0,1365.0,5.0,64.0,7088.0,2184.0,8.0,784996.0,241878.0,886.0,74529.0,273.0,1.0,91300
2808,6.0,5.0,1700.0,544.0,1.0,36.0,30.0,10200.0,3264.0,6.0,25.0,8500.0,2720.0,5.0,2890000.0,924800.0,1700.0,295936.0,544.0,1.0,200000
1959,6.0,6.0,1846.0,315.0,1.0,36.0,36.0,11076.0,1890.0,6.0,36.0,11076.0,1890.0,6.0,3407716.0,581490.0,1846.0,99225.0,315.0,1.0,143000
2720,5.0,5.0,1920.0,451.0,1.0,25.0,25.0,9600.0,2255.0,5.0,25.0,9600.0,2255.0,5.0,3686400.0,865920.0,1920.0,203401.0,451.0,1.0,172500
2170,4.0,6.0,1088.0,520.0,1.0,16.0,24.0,4352.0,2080.0,4.0,36.0,6528.0,3120.0,6.0,1183744.0,565760.0,1088.0,270400.0,520.0,1.0,110000
603,4.0,5.0,1362.0,768.0,1.0,16.0,20.0,5448.0,3072.0,4.0,25.0,6810.0,3840.0,5.0,1855044.0,1046016.0,1362.0,589824.0,768.0,1.0,140000
2113,6.0,5.0,1314.0,440.0,1.0,36.0,30.0,7884.0,2640.0,6.0,25.0,6570.0,2200.0,5.0,1726596.0,578160.0,1314.0,193600.0,440.0,1.0,176432
1146,6.0,5.0,1294.0,496.0,1.0,36.0,30.0,7764.0,2976.0,6.0,25.0,6470.0,2480.0,5.0,1674436.0,641824.0,1294.0,246016.0,496.0,1.0,179200
2105,7.0,5.0,1274.0,508.0,1.0,49.0,35.0,8918.0,3556.0,7.0,25.0,6370.0,2540.0,5.0,1623076.0,647192.0,1274.0,258064.0,508.0,1.0,203000
1786,7.0,6.0,1689.0,954.0,1.0,49.0,42.0,11823.0,6678.0,7.0,36.0,10134.0,5724.0,6.0,2852721.0,1611306.0,1689.0,910116.0,954.0,1.0,248328
961,9.0,5.0,1641.0,885.0,1.0,81.0,45.0,14769.0,7965.0,9.0,25.0,8205.0,4425.0,5.0,2692881.0,1452285.0,1641.0,783225.0,885.0,1.0,316500
1405,7.0,5.0,1079.0,249.0,1.0,49.0,35.0,7553.0,1743.0,7.0,25.0,5395.0,1245.0,5.0,1164241.0,268671.0,1079.0,62001.0,249.0,1.0,125600
1324,5.0,6.0,984.0,308.0,1.0,25.0,30.0,4920.0,1540.0,5.0,36.0,5904.0,1848.0,6.0,968256.0,303072.0,984.0,94864.0,308.0,1.0,110000
1986,4.0,4.0,960.0,308.0,1.0,16.0,16.0,3840.0,1232.0,4.0,16.0,3840.0,1232.0,4.0,921600.0,295680.0,960.0,94864.0,308.0,1.0,108500
307,5.0,5.0,1044.0,504.0,1.0,25.0,25.0,5220.0,2520.0,5.0,25.0,5220.0,2520.0,5.0,1089936.0,526176.0,1044.0,254016.0,504.0,1.0,55993
180,5.0,7.0,1633.0,240.0,1.0,25.0,35.0,8165.0,1200.0,5.0,49.0,11431.0,1680.0,7.0,2666689.0,391920.0,1633.0,57600.0,240.0,1.0,129000
2896,6.0,6.0,1137.0,551.0,1.0,36.0,36.0,6822.0,3306.0,6.0,36.0,6822.0,3306.0,6.0,1292769.0,626487.0,1137.0,303601.0,551.0,1.0,176000
668,6.0,7.0,1380.0,364.0,1.0,36.0,42.0,8280.0,2184.0,6.0,49.0,9660.0,2548.0,7.0,1904400.0,502320.0,1380.0,132496.0,364.0,1.0,154000
1582,6.0,5.0,1256.0,578.0,1.0,36.0,30.0,7536.0,3468.0,6.0,25.0,6280.0,2890.0,5.0,1577536.0,725968.0,1256.0,334084.0,578.0,1.0,180000
2285,5.0,5.0,1142.0,528.0,1.0,25.0,25.0,5710.0,2640.0,5.0,25.0,5710.0,2640.0,5.0,1304164.0,602976.0,1142.0,278784.0,528.0,1.0,134000
2079,6.0,7.0,2158.0,576.0,1.0,36.0,42.0,12948.0,3456.0,6.0,49.0,15106.0,4032.0,7.0,4656964.0,1243008.0,2158.0,331776.0,576.0,1.0,243000
2272,8.0,5.0,1629.0,808.0,1.0,64.0,40.0,13032.0,6464.0,8.0,25.0,8145.0,4040.0,5.0,2653641.0,1316232.0,1629.0,652864.0,808.0,1.0,270000
2250,6.0,5.0,1080.0,484.0,1.0,36.0,30.0,6480.0,2904.0,6.0,25.0,5400.0,2420.0,5.0,1166400.0,522720.0,1080.0,234256.0,484.0,1.0,134000
502,7.0,5.0,2646.0,656.0,1.0,49.0,35.0,18522.0,4592.0,7.0,25.0,13230.0,3280.0,5.0,7001316.0,1735776.0,2646.0,430336.0,656.0,1.0,260000
2166,7.0,5.0,1491.0,484.0,1.0,49.0,35.0,10437.0,3388.0,7.0,25.0,7455.0,2420.0,5.0,2223081.0,721644.0,1491.0,234256.0,484.0,1.0,168675
1622,6.0,5.0,1694.0,398.0,1.0,36.0,30.0,10164.0,2388.0,6.0,25.0,8470.0,1990.0,5.0,2869636.0,674212.0,1694.0,158404.0,398.0,1.0,160000
1299,5.0,9.0,1080.0,0.0,1.0,25.0,45.0,5400.0,0.0,5.0,81.0,9720.0,0.0,9.0,1166400.0,0.0,1080.0,0.0,0.0,1.0,95000
832,6.0,5.0,1422.0,440.0,1.0,36.0,30.0,8532.0,2640.0,6.0,25.0,7110.0,2200.0,5.0,2022084.0,625680.0,1422.0,193600.0,440.0,1.0,173000
2470,7.0,5.0,1301.0,572.0,1.0,49.0,35.0,9107.0,4004.0,7.0,25.0,6505.0,2860.0,5.0,1692601.0,744172.0,1301.0,327184.0,572.0,1.0,187750
1017,7.0,6.0,2093.0,542.0,1.0,49.0,42.0,14651.0,3794.0,7.0,36.0,12558.0,3252.0,6.0,4380649.0,1134406.0,2093.0,293764.0,542.0,1.0,215000
1384,5.0,5.0,1073.0,270.0,1.0,25.0,25.0,5365.0,1350.0,5.0,25.0,5365.0,1350.0,5.0,1151329.0,289710.0,1073.0,72900.0,270.0,1.0,120000
1790,7.0,5.0,1506.0,672.0,1.0,49.0,35.0,10542.0,4704.0,7.0,25.0,7530.0,3360.0,5.0,2268036.0,1012032.0,1506.0,451584.0,672.0,1.0,249000
2530,7.0,6.0,1334.0,477.0,1.0,49.0,42.0,9338.0,3339.0,7.0,36.0,8004.0,2862.0,6.0,1779556.0,636318.0,1334.0,227529.0,477.0,1.0,164500
2893,7.0,5.0,1295.0,312.0,1.0,49.0,35.0,9065.0,2184.0,7.0,25.0,6475.0,1560.0,5.0,1677025.0,404040.0,1295.0,97344.0,312.0,1.0,230000
2027,7.0,6.0,1344.0,456.0,1.0,49.0,42.0,9408.0,3192.0,7.0,36.0,8064.0,2736.0,6.0,1806336.0,612864.0,1344.0,207936.0,456.0,1.0,140000
683,5.0,7.0,732.0,240.0,1.0,25.0,35.0,3660.0,1200.0,5.0,49.0,5124.0,1680.0,7.0,535824.0,175680.0,732.0,57600.0,240.0,1.0,118900
823,8.0,5.0,1468.0,904.0,1.0,64.0,40.0,11744.0,7232.0,8.0,25.0,7340.0,4520.0,5.0,2155024.0,1327072.0,1468.0,817216.0,904.0,1.0,239900
2374,6.0,5.0,1069.0,440.0,1.0,36.0,30.0,6414.0,2640.0,6.0,25.0,5345.0,2200.0,5.0,1142761.0,470360.0,1069.0,193600.0,440.0,1.0,146300
1594,5.0,6.0,1040.0,499.0,1.0,25.0,30.0,5200.0,2495.0,5.0,36.0,6240.0,2994.0,6.0,1081600.0,518960.0,1040.0,249001.0,499.0,1.0,124000
2049,5.0,5.0,999.0,308.0,1.0,25.0,25.0,4995.0,1540.0,5.0,25.0,4995.0,1540.0,5.0,998001.0,307692.0,999.0,94864.0,308.0,1.0,130000
1813,7.0,5.0,1349.0,539.0,1.0,49.0,35.0,9443.0,3773.0,7.0,25.0,6745.0,2695.0,5.0,1819801.0,727111.0,1349.0,290521.0,539.0,1.0,179000
365,7.0,5.0,1442.0,500.0,1.0,49.0,35.0,10094.0,3500.0,7.0,25.0,7210.0,2500.0,5.0,2079364.0,721000.0,1442.0,250000.0,500.0,1.0,180500
176,4.0,6.0,747.0,220.0,1.0,16.0,24.0,2988.0,880.0,4.0,36.0,4482.0,1320.0,6.0,558009.0,164340.0,747.0,48400.0,220.0,1.0,80000
510,8.0,5.0,1578.0,840.0,1.0,64.0,40.0,12624.0,6720.0,8.0,25.0,7890.0,4200.0,5.0,2490084.0,1325520.0,1578.0,705600.0,840.0,1.0,287090
1326,5.0,5.0,882.0,308.0,1.0,25.0,25.0,4410.0,1540.0,5.0,25.0,4410.0,1540.0,5.0,777924.0,271656.0,882.0,94864.0,308.0,1.0,97000
2423,7.0,5.0,1511.0,398.0,1.0,49.0,35.0,10577.0,2786.0,7.0,25.0,7555.0,1990.0,5.0,2283121.0,601378.0,1511.0,158404.0,398.0,1.0,246990
1631,6.0,6.0,1128.0,480.0,1.0,36.0,36.0,6768.0,2880.0,6.0,36.0,6768.0,2880.0,6.0,1272384.0,541440.0,1128.0,230400.0,480.0,1.0,154204
1263,7.0,7.0,1312.0,495.0,1.0,49.0,49.0,9184.0,3465.0,7.0,49.0,9184.0,3465.0,7.0,1721344.0,649440.0,1312.0,245025.0,495.0,1.0,186000
1046,5.0,5.0,1302.0,264.0,1.0,25.0,25.0,6510.0,1320.0,5.0,25.0,6510.0,1320.0,5.0,1695204.0,343728.0,1302.0,69696.0,264.0,1.0,111750
47,9.0,5.0,2696.0,958.0,1.0,81.0,45.0,24264.0,8622.0,9.0,25.0,13480.0,4790.0,5.0,7268416.0,2582768.0,2696.0,917764.0,958.0,1.0,500000
1424,7.0,5.0,1356.0,484.0,1.0,49.0,35.0,9492.0,3388.0,7.0,25.0,6780.0,2420.0,5.0,1838736.0,656304.0,1356.0,234256.0,484.0,1.0,177439
429,9.0,5.0,2184.0,836.0,1.0,81.0,45.0,19656.0,7524.0,9.0,25.0,10920.0,4180.0,5.0,4769856.0,1825824.0,2184.0,698896.0,836.0,1.0,335000
1031,7.0,6.0,1964.0,483.0,1.0,49.0,42.0,13748.0,3381.0,7.0,36.0,11784.0,2898.0,6.0,3857296.0,948612.0,1964.0,233289.0,483.0,1.0,205000
1635,8.0,5.0,1321.0,484.0,1.0,64.0,40.0,10568.0,3872.0,8.0,25.0,6605.0,2420.0,5.0,1745041.0,639364.0,1321.0,234256.0,484.0,1.0,212000
309,8.0,5.0,1646.0,525.0,1.0,64.0,40.0,13168.0,4200.0,8.0,25.0,8230.0,2625.0,5.0,2709316.0,864150.0,1646.0,275625.0,525.0,1.0,246000
1020,7.0,7.0,1260.0,598.0,1.0,49.0,49.0,8820.0,4186.0,7.0,49.0,8820.0,4186.0,7.0,1587600.0,753480.0,1260.0,357604.0,598.0,1.0,181900
178,5.0,7.0,1316.0,484.0,1.0,25.0,35.0,6580.0,2420.0,5.0,49.0,9212.0,3388.0,7.0,1731856.0,636944.0,1316.0,234256.0,484.0,1.0,130000
1975,5.0,7.0,1432.0,360.0,1.0,25.0,35.0,7160.0,1800.0,5.0,49.0,10024.0,2520.0,7.0,2050624.0,515520.0,1432.0,129600.0,360.0,1.0,132000
2096,7.0,5.0,1958.0,499.0,1.0,49.0,35.0,13706.0,3493.0,7.0,25.0,9790.0,2495.0,5.0,3833764.0,977042.0,1958.0,249001.0,499.0,1.0,220000
865,8.0,5.0,1788.0,522.0,1.0,64.0,40.0,14304.0,4176.0,8.0,25.0,8940.0,2610.0,5.0,3196944.0,933336.0,1788.0,272484.0,522.0,1.0,236500
385,8.0,5.0,1935.0,552.0,1.0,64.0,40.0,15480.0,4416.0,8.0,25.0,9675.0,2760.0,5.0,3744225.0,1068120.0,1935.0,304704.0,552.0,1.0,263435
1362,6.0,6.0,1969.0,400.0,1.0,36.0,36.0,11814.0,2400.0,6.0,36.0,11814.0,2400.0,6.0,3876961.0,787600.0,1969.0,160000.0,400.0,1.0,141000
1091,7.0,5.0,1986.0,434.0,1.0,49.0,35.0,13902.0,3038.0,7.0,25.0,9930.0,2170.0,5.0,3944196.0,861924.0,1986.0,188356.0,434.0,1.0,213000
317,7.0,5.0,1214.0,520.0,1.0,49.0,35.0,8498.0,3640.0,7.0,25.0,6070.0,2600.0,5.0,1473796.0,631280.0,1214.0,270400.0,520.0,1.0,179781
1076,8.0,5.0,1342.0,550.0,1.0,64.0,40.0,10736.0,4400.0,8.0,25.0,6710.0,2750.0,5.0,1800964.0,738100.0,1342.0,302500.0,550.0,1.0,234250
1573,8.0,6.0,2898.0,665.0,1.0,64.0,48.0,23184.0,5320.0,8.0,36.0,17388.0,3990.0,6.0,8398404.0,1927170.0,2898.0,442225.0,665.0,1.0,287000
485,8.0,5.0,2004.0,644.0,1.0,64.0,40.0,16032.0,5152.0,8.0,25.0,10020.0,3220.0,5.0,4016016.0,1290576.0,2004.0,414736.0,644.0,1.0,257500
2021,6.0,5.0,986.0,180.0,1.0,36.0,30.0,5916.0,1080.0,6.0,25.0,4930.0,900.0,5.0,972196.0,177480.0,986.0,32400.0,180.0,1.0,102000
2032,7.0,7.0,1108.0,280.0,1.0,49.0,49.0,7756.0,1960.0,7.0,49.0,7756.0,1960.0,7.0,1227664.0,310240.0,1108.0,78400.0,280.0,1.0,139400
2604,3.0,4.0,1214.0,936.0,1.0,9.0,12.0,3642.0,2808.0,3.0,16.0,4856.0,3744.0,4.0,1473796.0,1136304.0,1214.0,876096.0,936.0,1.0,105000
1615,8.0,6.0,2217.0,621.0,1.0,64.0,48.0,17736.0,4968.0,8.0,36.0,13302.0,3726.0,6.0,4915089.0,1376757.0,2217.0,385641.0,621.0,1.0,268000
2736,6.0,7.0,2201.0,432.0,1.0,36.0,42.0,13206.0,2592.0,6.0,49.0,15407.0,3024.0,7.0,4844401.0,950832.0,2201.0,186624.0,432.0,1.0,274970
473,7.0,5.0,1220.0,397.0,1.0,49.0,35.0,8540.0,2779.0,7.0,25.0,6100.0,1985.0,5.0,1488400.0,484340.0,1220.0,157609.0,397.0,1.0,180000
1316,7.0,9.0,1378.0,360.0,1.0,49.0,63.0,9646.0,2520.0,7.0,81.0,12402.0,3240.0,9.0,1898884.0,496080.0,1378.0,129600.0,360.0,1.0,161000
244,4.0,7.0,930.0,308.0,1.0,16.0,28.0,3720.0,1232.0,4.0,49.0,6510.0,2156.0,7.0,864900.0,286440.0,930.0,94864.0,308.0,1.0,84900
152,5.0,5.0,988.0,264.0,1.0,25.0,25.0,4940.0,1320.0,5.0,25.0,4940.0,1320.0,5.0,976144.0,260832.0,988.0,69696.0,264.0,1.0,119000
1588,8.0,5.0,1964.0,892.0,1.0,64.0,40.0,15712.0,7136.0,8.0,25.0,9820.0,4460.0,5.0,3857296.0,1751888.0,1964.0,795664.0,892.0,1.0,370000
2111,7.0,5.0,1270.0,524.0,1.0,49.0,35.0,8890.0,3668.0,7.0,25.0,6350.0,2620.0,5.0,1612900.0,665480.0,1270.0,274576.0,524.0,1.0,175900
813,5.0,5.0,2240.0,528.0,2.0,25.0,25.0,11200.0,2640.0,10.0,25.0,11200.0,2640.0,10.0,5017600.0,1182720.0,4480.0,278784.0,1056.0,4.0,142953
1854,8.0,5.0,1494.0,478.0,1.0,64.0,40.0,11952.0,3824.0,8.0,25.0,7470.0,2390.0,5.0,2232036.0,714132.0,1494.0,228484.0,478.0,1.0,279700
2575,5.0,5.0,1364.0,331.0,1.0,25.0,25.0,6820.0,1655.0,5.0,25.0,6820.0,1655.0,5.0,1860496.0,451484.0,1364.0,109561.0,331.0,1.0,132000
867,9.0,5.0,2153.0,736.0,1.0,81.0,45.0,19377.0,6624.0,9.0,25.0,10765.0,3680.0,5.0,4635409.0,1584608.0,2153.0,541696.0,736.0,1.0,313000
2879,4.0,6.0,1336.0,570.0,1.0,16.0,24.0,5344.0,2280.0,4.0,36.0,8016.0,3420.0,6.0,1784896.0,761520.0,1336.0,324900.0,570.0,1.0,108000
1494,7.0,5.0,1656.0,397.0,1.0,49.0,35.0,11592.0,2779.0,7.0,25.0,8280.0,1985.0,5.0,2742336.0,657432.0,1656.0,157609.0,397.0,1.0,165400
2771,6.0,5.0,1499.0,473.0,1.0,36.0,30.0,8994.0,2838.0,6.0,25.0,7495.0,2365.0,5.0,2247001.0,709027.0,1499.0,223729.0,473.0,1.0,187000
496,8.0,5.0,2794.0,810.0,1.0,64.0,40.0,22352.0,6480.0,8.0,25.0,13970.0,4050.0,5.0,7806436.0,2263140.0,2794.0,656100.0,810.0,1.0,403000
1651,6.0,6.0,2030.0,551.0,1.0,36.0,36.0,12180.0,3306.0,6.0,36.0,12180.0,3306.0,6.0,4120900.0,1118530.0,2030.0,303601.0,551.0,1.0,195000
1913,6.0,5.0,1254.0,525.0,1.0,36.0,30.0,7524.0,3150.0,6.0,25.0,6270.0,2625.0,5.0,1572516.0,658350.0,1254.0,275625.0,525.0,1.0,158500
2790,8.0,5.0,1989.0,586.0,1.0,64.0,40.0,15912.0,4688.0,8.0,25.0,9945.0,2930.0,5.0,3956121.0,1165554.0,1989.0,343396.0,586.0,1.0,255000
1541,5.0,5.0,1898.0,484.0,1.0,25.0,25.0,9490.0,2420.0,5.0,25.0,9490.0,2420.0,5.0,3602404.0,918632.0,1898.0,234256.0,484.0,1.0,236500
1684,5.0,6.0,988.0,360.0,1.0,25.0,30.0,4940.0,1800.0,5.0,36.0,5928.0,2160.0,6.0,976144.0,355680.0,988.0,129600.0,360.0,1.0,129250
301,7.0,8.0,1801.0,484.0,1.0,49.0,56.0,12607.0,3388.0,7.0,64.0,14408.0,3872.0,8.0,3243601.0,871684.0,1801.0,234256.0,484.0,1.0,289000
1569,5.0,4.0,1872.0,484.0,2.0,25.0,20.0,9360.0,2420.0,10.0,16.0,7488.0,1936.0,8.0,3504384.0,906048.0,3744.0,234256.0,968.0,4.0,100000
2153,8.0,5.0,2439.0,560.0,1.0,64.0,40.0,19512.0,4480.0,8.0,25.0,12195.0,2800.0,5.0,5948721.0,1365840.0,2439.0,313600.0,560.0,1.0,275000
1467,8.0,5.0,1764.0,560.0,1.0,64.0,40.0,14112.0,4480.0,8.0,25.0,8820.0,2800.0,5.0,3111696.0,987840.0,1764.0,313600.0,560.0,1.0,207000
2540,5.0,8.0,1200.0,884.0,1.0,25.0,40.0,6000.0,4420.0,5.0,64.0,9600.0,7072.0,8.0,1440000.0,1060800.0,1200.0,781456.0,884.0,1.0,146000
2368,6.0,7.0,1030.0,264.0,1.0,36.0,42.0,6180.0,1584.0,6.0,49.0,7210.0,1848.0,7.0,1060900.0,271920.0,1030.0,69696.0,264.0,1.0,116000
874,7.0,5.0,2034.0,645.0,1.0,49.0,35.0,14238.0,4515.0,7.0,25.0,10170.0,3225.0,5.0,4137156.0,1311930.0,2034.0,416025.0,645.0,1.0,219500
